ts,x,y,z,actual_exercise,pred_fast,pred_slow
1586999444488,-0.10644531,-0.9592285,0.2944336,0
1586999444502,-0.079833984,-0.9645996,0.29370117,0
1586999444504,-0.04345703,-0.9645996,0.28198242,0
1586999444505,-0.08081055,-0.90844727,0.3828125,0
1586999444534,-0.1496582,-0.9777832,0.42260742,0
1586999444535,-0.044189453,-0.9953613,0.41845703,0
1586999444538,0.017089844,-0.8359375,0.40429688,0
1586999444540,-0.017333984,-0.904541,0.4272461,0
1586999444559,-0.060302734,-0.9836426,0.36645508,0
1586999444560,-0.022460938,-1.0,0.33129883,0
1586999444561,-0.036865234,-0.91015625,0.3413086,0
1586999444571,-0.055664062,-0.94555664,0.37548828,0
1586999444574,-0.099853516,-0.94628906,0.32373047,0
1586999444578,-0.13647461,-0.94311523,0.31713867,0
1586999444583,-0.1862793,-0.954834,0.2854004,0
1586999444589,-0.17993164,-0.95410156,0.27661133,0
1586999444595,-0.18017578,-0.9863281,0.2836914,0
1586999444600,-0.22485352,-0.96655273,0.30029297,0
1586999444606,-0.22729492,-0.9108887,0.2836914,0
1586999444612,-0.1665039,-0.97558594,0.31640625,0
1586999444617,-0.08911133,-0.95751953,0.30566406,0
1586999444626,-0.12646484,-0.96069336,0.26220703,0
1586999444629,-0.15112305,-0.95410156,0.3322754,0
1586999444634,-0.15893555,-0.95092773,0.34375,0
1586999444644,-0.119628906,-0.9638672,0.3100586,0
1586999444668,-0.1496582,-0.9362793,0.3239746,0
1586999444671,-0.14111328,-0.9538574,0.32250977,0
1586999444677,-0.13354492,-0.94555664,0.32226562,0
1586999444682,-0.13964844,-0.9470215,0.32495117,0
1586999444692,-0.13549805,-0.9519043,0.32714844,0
1586999444701,-0.13500977,-0.95410156,0.3215332,0
1586999444709,-0.1381836,-0.94921875,0.32177734,0
1586999447059,-0.12792969,-0.9536133,0.33422852,0
1586999447063,-0.11303711,-0.94873047,0.33520508,0
1586999447066,-0.12670898,-0.9572754,0.29907227,0
1586999447072,-0.12817383,-0.96972656,0.2956543,0
1586999447077,-0.107177734,-0.9770508,0.26245117,0
1586999447081,-0.07397461,-0.9934082,0.2331543,0
1586999447087,-0.037597656,-0.99438477,0.21801758,0
1586999447092,0.0026855469,-0.9716797,0.13378906,0
1586999447096,0.03857422,-0.8852539,0.061767578,0
