,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss
adela,0.94417477,0.19739622311684693,0.9166666865348816,0.26532829127141405,0.8310502171516418,0.5464924205111586
aggie,0.9558948,0.1673822361372405,0.8914893865585327,0.34202082994136407,0.8811880946159363,0.36502766491162897
andrius,0.97265625,0.13179329368803236,0.8604651093482971,0.44119692793860243,0.899193525314331,0.31061194789025093
diana,0.9737062,0.11885481836501266,0.8831775784492493,0.3964748299010446,0.8700000047683716,0.4661771059036255
jack,0.9593165,0.164234367289419,0.9300912022590637,0.2316124128081516,0.9025423526763916,0.24559579208745794
joao,0.9593802,0.1515264976488885,0.8855534791946411,0.30858577293034567,0.9333333373069763,0.18241570308094934
lukasz,0.9547475,0.17435794962927548,0.8601583242416382,0.4290571654692174,0.9204545617103577,0.21456571261991153
nikita,0.9508772,0.1795467140556079,0.8819671869277954,0.3659518745101866,0.9390243887901306,0.23579807434140182
rim,0.9699341,0.1257810546622245,0.9235473871231079,0.24780172319222663,0.9084249138832092,0.27570444378224046
ron,0.9585671,0.1615513515822271,0.8402777910232544,0.7413444750838809,0.8556337952613831,0.38979405080768426
santi,0.95866144,0.15999841342760823,0.9805014133453369,0.10517325391863216,0.9921259880065918,0.07289848030786815
seb,0.9710624,0.1172460559794064,0.8820754885673523,0.42991794238113007,0.9606741666793823,0.13646591781230455
sharan,0.95612204,0.16016684992824995,0.8987013101577759,0.3149817493816765,0.7701612710952759,1.2305745059444058
teo,0.939692,0.20642165315773264,0.8629856705665588,0.36771969419498385,0.8349999785423279,0.41034343719482425
zoe,0.96291816,0.14520407604118932,0.8721227645874023,0.32773509179539695,0.9350649118423462,0.23098381734513618
