,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss
adela,0.9051173,0.31787345531398553,0.8918918967247009,0.23836832162703867,0.9006622433662415,0.2404777564552446
aggie,0.933553,0.23614402673831686,0.9322916865348816,0.16022166906138105,0.931034505367279,0.1544063944241096
andrius,0.93482906,0.2728919433987039,0.9292929172515869,0.17423397252455303,0.9463087320327759,0.1439800988507751
diana,0.9350437,0.22835397238814675,0.8867924809455872,0.2653835909733982,0.9182389974594116,0.17701203469772758
jack,0.946186,0.21805825960299813,0.9372385144233704,0.1590575229436954,0.9467455744743347,0.12338724132825638
joao,0.93265086,0.2744287921051527,0.8892045617103577,0.23397679679725447,0.8928571343421936,0.20340123346873693
lukasz,0.9312367,0.28133451290476297,0.9029126167297363,0.2250737213894339,0.9632353186607361,0.10723293539794053
nikita,0.96883255,0.1415146562279184,0.970588207244873,0.1029936305096592,0.9602649211883545,0.08834111819426153
rim,0.935857,0.2622126885518416,0.9184397459030151,0.20120187713401327,0.8936170339584351,0.22944183948826283
ron,0.91914654,0.2947615892749232,0.8849557638168335,0.24136915169161768,0.9447236061096191,0.18650065349349423
santi,0.9345048,0.24472862589981356,0.9400631189346313,0.1617752920325011,0.9262295365333557,0.18065203408725927
seb,0.9242262,0.29515029227593664,0.9026217460632324,0.20535677760727844,0.932584285736084,0.13709818563434514
sharan,0.93234324,0.26286286354982946,0.908196747303009,0.25544289985641105,0.9141414165496826,0.20354818850003106
teo,0.9428105,0.22855636243726693,0.9316770434379578,0.1639219580322319,0.891566276550293,0.2581638419125454
zoe,0.9540292,0.21210327291566014,0.9430379867553711,0.15589152929915376,0.9419354796409607,0.15852736008744087
