,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss
<<<<<<< HEAD
adela,0.76474154,0.7369228691007094,0.7185714244842529,0.7619018816947937,0.6395348906517029,0.9612000725990117
aggie,0.7592009,0.786443847762548,0.7110141515731812,0.9213229608899765,0.6527093648910522,1.1068165032147186
andrius,0.7817248,0.7624765848057341,0.6768226623535156,0.9499819907841148,0.7789473533630371,0.8337649350417288
diana,0.8108894,0.6793241057907257,0.7053254246711731,0.9170979282559728,0.6909547448158264,0.9519710657584607
jack,0.77149826,0.7390025126350002,0.7876614332199097,0.7367762532432589,0.7223427295684814,0.7666141756703176
joao,0.7648283,0.7680611852614614,0.7141453623771667,0.9481258525829652,0.7764706015586853,0.7870478569292555
lukasz,0.76596606,0.7663370163670065,0.6875817179679871,0.9176816136229272,0.7637362480163574,0.7152371409830156
nikita,0.7583563,0.7853202258701452,0.7361963391304016,0.9050666569200762,0.7529069781303406,0.8000545626462892
rim,0.783867,0.7392834043267913,0.7814761400222778,0.7820635939127457,0.7344961166381836,0.8353058474008427
ron,0.74850684,0.80563939187307,0.6982455849647522,0.8923500194884183,0.653558075428009,1.0525656485378965
santi,0.7806426,0.7270386271276251,0.8200270533561707,0.6251922225698082,0.8531468510627747,0.541056899757652
seb,0.78033733,0.7391658867400941,0.6920332908630371,0.9276173911395169,0.8174387216567993,0.6511840805695557
sharan,0.7788162,0.733001071307518,0.7423076629638672,0.8202098400164873,0.6652719378471375,1.041660057201545
teo,0.7277919,0.829610862405167,0.7005290985107422,0.882128409292332,0.6674938201904297,0.9474829195746712
zoe,0.7701939,0.7604088518461619,0.704402506351471,0.9234430103182043,0.7300613522529602,0.8738962861657874
=======
adela,0.7714055,0.7112617560080065,0.7285714149475098,0.7515275875159673,0.6465116143226624,0.9498173569524011
aggie,0.74700314,0.7979226239346806,0.694656491279602,0.9431593550070552,0.6354680061340332,1.0875642076501706
andrius,,,,,,
diana,,,,,,
jack,,,,,,
joao,,,,,,
lukasz,,,,,,
nikita,,,,,,
rim,,,,,,
ron,,,,,,
santi,,,,,,
seb,,,,,,
sharan,,,,,,
teo,,,,,,
zoe,,,,,,
>>>>>>> f74830ab290ef01b378bf641e019284c8adf0d8f
