local_ts,breathing_rate,breathing_signal,accel_x,accel_y,accel_z,bs_timestamp,rs_ts,activity_level,current_exercise,pred_exercise
1584365906114,NaN,0.06351451,0.4272461,-0.83984375,-0.34301758,1584365903352,-6884450847384,0.04300272,1,1
1584365906115,NaN,0.2062763,0.42651367,-0.8461914,-0.3413086,1584365903432,-6884450847384,0.04300272,1,1
1584365906117,NaN,0.32287094,0.43139648,-0.8466797,-0.33691406,1584365903512,-6884450847384,0.04300272,1,1
1584365906135,NaN,0.36662474,0.4423828,-0.84521484,-0.3149414,1584365903592,-6884450847384,0.04300272,1,1
1584365906137,NaN,0.3900654,0.4482422,-0.8491211,-0.30371094,1584365903672,-6884450847384,0.04300272,1,1
1584365906138,NaN,0.3870872,0.4489746,-0.85717773,-0.29077148,1584365903752,-6884450847384,0.04300272,1,1
1584365906160,NaN,0.34041825,0.4555664,-0.85717773,-0.27539062,1584365903832,-6884450847384,0.04300272,1,1
1584365906161,NaN,0.25910845,0.45654297,-0.857666,-0.2644043,1584365903912,-6884450847384,0.04300272,1,1
1584365906162,NaN,0.1451985,0.46289062,-0.85717773,-0.2602539,1584365903992,-6884450847384,0.039686933,1,1
1584365906163,NaN,0.016404917,0.45214844,-0.85913086,-0.25927734,1584365904072,-6884450847384,0.039686933,1,1
1584365906164,37.5,-0.1131411,0.44995117,-0.85009766,-0.26953125,1584365904152,-6884450847384,0.039686933,1,1
1584365906166,NaN,-0.24253225,0.44702148,-0.86376953,-0.27807617,1584365904232,-6884450847384,0.039686933,1,1
1584365906167,NaN,-0.3577964,0.44555664,-0.8581543,-0.2919922,1584365904312,-6884450847384,0.039686933,1,1
1584365906189,NaN,-0.45552802,0.44311523,-0.8552246,-0.29858398,1584365904392,-6884450847384,0.039686933,1,1
1584365906190,NaN,-0.5297724,0.45092773,-0.8520508,-0.30615234,1584365904472,-6884450847384,0.030705476,1,1
1584365906191,NaN,-0.5385429,0.4489746,-0.83984375,-0.30908203,1584365904552,-6884450847384,0.027863067,1,1
1584365906193,NaN,-0.48044062,0.40820312,-0.83813477,-0.33691406,1584365904632,-6884450847384,0.049394906,1,1
1584365906194,NaN,-0.36625537,0.39990234,-0.84643555,-0.37695312,1584365904712,-6884450847384,0.049394906,1,1
1584365906195,NaN,-0.23787625,0.41308594,-0.8442383,-0.36376953,1584365904792,-6884450847384,0.049394906,1,1
1584365906196,NaN,-0.10924532,0.42944336,-0.84643555,-0.34594727,1584365904872,-6884450847384,0.049394906,1,1
1584365906197,NaN,0.036172226,0.41967773,-0.83691406,-0.33691406,1584365904952,-6884450847384,0.049394906,1,1
1584365906198,NaN,0.18126146,0.41577148,-0.8569336,-0.34179688,1584365905032,-6884450847384,0.049394906,1,1
1584365906200,NaN,0.31388426,0.4111328,-0.85424805,-0.34399414,1584365905112,-6884450847384,0.049394906,1,1
1584365906203,NaN,0.43210304,0.41870117,-0.8483887,-0.34326172,1584365905192,-6884450847384,0.049394906,1,1
1584365906207,NaN,0.51730645,0.42407227,-0.85058594,-0.33398438,1584365905272,-6884450847384,0.049394906,1,1
1584365906210,NaN,0.5826213,0.4309082,-0.8425293,-0.32763672,1584365905352,-6884450847384,0.049394906,1,1
1584365906213,NaN,0.64005065,0.42993164,-0.8383789,-0.3305664,1584365905432,-6884450847384,0.049394906,1,1
1584365906216,NaN,0.6517863,0.44262695,-0.8520508,-0.31469727,1584365905512,-6884450847384,0.049394906,1,1
1584365906219,NaN,0.5836204,0.4477539,-0.8417969,-0.31958008,1584365905592,-6884450847384,0.049394906,1,1
1584365906225,NaN,0.42695293,0.44506836,-0.84716797,-0.29907227,1584365905672,-6884450847384,0.049394906,1,1
1584365906229,NaN,0.2847185,0.45483398,-0.84350586,-0.30297852,1584365905752,-6884450847384,0.049394906,1,1
1584365906232,NaN,0.1570647,0.45581055,-0.85058594,-0.28271484,1584365905832,-6884450847384,0.049394906,1,1
1584365908686,NaN,0.032770116,0.4567871,-0.85058594,-0.28930664,1584365905912,5293845494978,0.049394906,1,1
1584365908692,NaN,-0.093510635,0.45507812,-0.8461914,-0.29052734,1584365905992,5293845494978,0.049394906,1,1
1584365908699,31.25,-0.21492307,0.45703125,-0.8469238,-0.2956543,1584365906072,5293845494978,0.049394906,1,1
1584365908703,NaN,-0.31968027,0.44628906,-0.85546875,-0.296875,1584365906152,5293845494978,0.049394906,1,1
1584365908708,NaN,-0.39502928,0.45263672,-0.8474121,-0.2998047,1584365906232,5293845494978,0.049394906,1,1
1584365908712,NaN,-0.44197968,0.4489746,-0.8469238,-0.31030273,1584365906312,5293845494978,0.049394906,1,1
1584365908716,NaN,-0.48875996,0.4494629,-0.84277344,-0.31445312,1584365906392,5293845494978,0.049394906,1,1
1584365908720,NaN,-0.49437103,0.45166016,-0.84375,-0.31835938,1584365906472,5293845494978,0.049394906,1,1
1584365908724,NaN,-0.4625319,0.44702148,-0.8444824,-0.32421875,1584365906552,5293845494978,0.049394906,1,1
1584365908728,NaN,-0.3681978,0.44555664,-0.8383789,-0.32617188,1584365906632,5293845494978,0.049394906,1,1
1584365908733,NaN,-0.28811276,0.44799805,-0.84399414,-0.32641602,1584365906712,5293845494978,0.049394906,1,1
1584365908737,NaN,-0.19244401,0.4416504,-0.83813477,-0.32763672,1584365906792,5293845494978,0.049394906,1,1
1584365908741,NaN,-0.10630738,0.44677734,-0.84106445,-0.33251953,1584365906872,5293845494978,0.049394906,1,1
1584365908744,NaN,-0.020633057,0.44506836,-0.8391113,-0.3310547,1584365906952,5293845494978,0.049394906,1,1
1584365908747,NaN,0.06528938,0.44018555,-0.8388672,-0.3317871,1584365907032,5293845494978,0.049394906,1,1
1584365908751,NaN,0.14343822,0.43823242,-0.8413086,-0.33666992,1584365907112,5293845494978,0.049394906,1,1
1584365908754,NaN,0.20572977,0.4453125,-0.84033203,-0.33154297,1584365907192,5293845494978,0.041724484,1,1
1584365908757,NaN,0.23337837,0.44799805,-0.8388672,-0.31958008,1584365907272,5293845494978,0.024493279,1,1
1584365908760,NaN,0.25330958,0.4543457,-0.8432617,-0.31762695,1584365907352,5293845494978,0.024493279,1,1
1584365908763,NaN,0.23303382,0.45825195,-0.84472656,-0.29370117,1584365907432,5293845494978,0.024493279,1,1
1584365908767,NaN,0.18961489,0.46069336,-0.85498047,-0.27783203,1584365907512,5293845494978,0.024493279,1,1
1584365908770,NaN,0.11286531,0.47143555,-0.8520508,-0.26367188,1584365907592,5293845494978,0.024493279,1,1
1584365908773,NaN,0.038873374,0.46264648,-0.8520508,-0.2607422,1584365907672,5293845494978,0.024493279,1,1
1584365908777,NaN,-0.062467482,0.46850586,-0.8430176,-0.25708008,1584365907752,5293845494978,0.024493279,1,1
1584365908781,34.090908,-0.149698,0.46289062,-0.8522949,-0.2722168,1584365907832,5293845494978,0.024493279,1,1
1584365908785,NaN,-0.22214383,0.45581055,-0.8581543,-0.28588867,1584365907912,5293845494978,0.024493279,1,1
1584365908788,NaN,-0.29073867,0.45654297,-0.84936523,-0.2932129,1584365907992,5293845494978,0.024493279,1,1
1584365908791,NaN,-0.35328242,0.44702148,-0.8522949,-0.3022461,1584365908072,5293845494978,0.024286777,1,1
1584365908795,NaN,-0.40200648,0.44628906,-0.8444824,-0.30249023,1584365908152,5293845494978,0.024286777,1,1
1584365908801,NaN,-0.41629502,0.44921875,-0.84643555,-0.31201172,1584365908232,5293845494978,0.024286777,1,1
1584365908803,NaN,-0.41523227,0.44921875,-0.8432617,-0.31713867,1584365908312,5293845494978,0.024286777,1,1
1584365908807,NaN,-0.37618372,0.4399414,-0.8486328,-0.3100586,1584365908392,5293845494978,0.024286777,1,1
1584365911070,NaN,-0.29668236,0.44506836,-0.8430176,-0.32250977,1584365908472,-902826117306,0.024286777,1,1
1584365911075,NaN,-0.18772705,0.45141602,-0.8388672,-0.3232422,1584365908552,-902826117306,0.024286777,1,1
1584365911080,NaN,-0.07765072,0.44458008,-0.83984375,-0.32592773,1584365908632,-902826117306,0.024286777,1,1
1584365911086,NaN,0.04946472,0.44311523,-0.83984375,-0.3317871,1584365908712,-902826117306,0.024286777,1,1
1584365911090,NaN,0.14861391,0.44628906,-0.84106445,-0.32763672,1584365908792,-902826117306,0.024286777,1,1
1584365911094,NaN,0.22862518,0.43481445,-0.84228516,-0.32983398,1584365908872,-902826117306,0.024286777,1,1
1584365911102,NaN,0.29718947,0.4423828,-0.84033203,-0.33032227,1584365908952,-902826117306,0.024286777,1,1
1584365911107,NaN,0.34904978,0.4440918,-0.83935547,-0.32958984,1584365909032,-902826117306,0.024286777,1,1
1584365911112,NaN,0.3870186,0.44335938,-0.84399414,-0.32226562,1584365909112,-902826117306,0.024286777,1,1
1584365911115,NaN,0.3956207,0.4416504,-0.83813477,-0.3100586,1584365909192,-902826117306,0.024286777,1,1
1584365911119,NaN,0.40314916,0.46166992,-0.84033203,-0.33496094,1584365909272,-902826117306,0.032027118,1,1
1584365911122,NaN,0.40508676,0.44604492,-0.8762207,-0.34423828,1584365909352,-902826117306,0.040226936,1,1
1584365911125,NaN,0.38896534,0.4411621,-0.8544922,-0.3540039,1584365909432,-902826117306,0.040226936,1,1
1584365911129,NaN,0.4322786,0.3474121,-0.85595703,-0.4038086,1584365909512,-902826117306,0.10616834,1,1
1584365911132,NaN,0.45173863,0.35742188,-0.88061523,-0.3894043,1584365909592,-902826117306,0.10616834,1,1
1584365911136,NaN,0.4226657,0.36132812,-0.8659668,-0.34277344,1584365909672,-902826117306,0.10616834,1,1
1584365911140,NaN,0.34214887,0.38671875,-0.85961914,-0.25610352,1584365909752,-902826117306,0.10616834,1,1
1584365911143,NaN,0.26367107,0.39135742,-0.85424805,-0.2602539,1584365909832,-902826117306,0.10616834,1,1
1584365911146,NaN,0.21784133,0.35498047,-0.8625488,-0.2758789,1584365909912,-902826117306,0.10616834,1,1
1584365911150,NaN,0.15054037,0.36669922,-0.94311523,-0.25219727,1584365909992,-902826117306,0.10616834,1,1
1584365911153,NaN,0.066928454,0.4650879,-0.876709,-0.24658203,1584365910072,-902826117306,0.118834555,1,1
1584365911156,NaN,0.0067600706,0.4152832,-0.87646484,-0.2277832,1584365910152,-902826117306,0.118834555,1,1
1584365911160,NaN,-0.07858582,0.40795898,-0.92578125,-0.22631836,1584365910232,-902826117306,0.118834555,1,1
1584365911163,24.193548,-0.19777246,0.4182129,-0.90356445,-0.2084961,1584365910312,-902826117306,0.118834555,1,1
1584365911166,NaN,-0.33511472,0.33081055,-0.9433594,-0.18286133,1584365910392,-902826117306,0.118834555,1,1
1584365911170,NaN,-0.62814593,0.32543945,-0.9682617,-0.16137695,1584365910472,-902826117306,0.118834555,1,1
1584365911173,NaN,-0.9161744,0.3305664,-0.9326172,-0.118652344,1584365910552,-902826117306,0.118834555,1,1
1584365911176,NaN,-1.1558925,0.3232422,-0.92285156,-0.083984375,1584365910632,-902826117306,0.118834555,1,1
1584365911180,NaN,-1.2729684,0.3203125,-0.9030762,-0.059570312,1584365910712,-902826117306,0.118834555,1,1
1584365911182,NaN,-1.4225549,0.31054688,-0.9440918,-0.0234375,1584365910792,-902826117306,0.118834555,1,1
1584365911187,NaN,-1.5956888,0.29223633,-0.92871094,-0.04345703,1584365910872,-902826117306,0.118834555,1,1
1584365911188,NaN,-1.7577635,0.32177734,-0.9538574,0.007080078,1584365910952,-902826117306,0.118834555,1,1
1584365913657,NaN,-1.915483,0.25390625,-0.9477539,0.044189453,1584365911032,-7099216254614,0.118834555,1,1
