local_ts,breathing_rate,breathing_signal,accel_x,accel_y,accel_z,bs_timestamp,rs_ts,activity_level,current_exercise,pred_exercise
1584104726187,NaN,NaN,0.10229492,-0.8125,0.48413086,1584104723565,2073605722267,0.33087963,3,1
1584104726234,NaN,NaN,0.100097656,-0.94873047,0.48168945,1584104723645,2073605722267,0.33087963,3,1
1584104726235,NaN,NaN,0.057861328,-0.83496094,0.4050293,1584104723725,2073605722267,0.33087963,3,1
1584104726236,NaN,NaN,0.0107421875,-0.8640137,0.38208008,1584104723805,2073605722267,0.33087963,3,1
1584104726237,NaN,NaN,0.036865234,-0.9448242,0.43481445,1584104723885,2073605722267,0.33087963,3,1
1584104726238,NaN,-0.1543892,0.03955078,-0.9375,0.41625977,1584104723965,2073605722267,0.26384047,3,1
1584104726239,NaN,0.001356403,0.0859375,-0.9499512,0.41455078,1584104724045,2073605722267,0.26384047,3,1
1584104726240,NaN,0.1931181,0.11450195,-0.9350586,0.39257812,1584104724125,2073605722267,0.26384047,3,1
1584104726241,NaN,0.35379457,0.05029297,-0.87475586,0.37695312,1584104724205,2073605722267,0.26384047,3,1
1584104726243,NaN,0.59569615,0.095947266,-0.9458008,0.33764648,1584104724285,2073605722267,0.26384047,3,1
1584104726249,NaN,0.8293784,0.107910156,-0.91503906,0.3461914,1584104724365,2073605722267,0.26384047,3,1
1584104726250,NaN,1.0578736,0.07543945,-0.9108887,0.34228516,1584104724445,2073605722267,0.26384047,3,1
1584104726251,NaN,1.3750997,0.1171875,-0.9177246,0.3371582,1584104724525,2073605722267,0.26384047,3,1
1584104726251,NaN,1.6809081,0.09057617,-0.907959,0.37060547,1584104724605,2073605722267,0.26384047,3,1
1584104726256,NaN,1.9700962,0.10205078,-0.92211914,0.3552246,1584104724685,2073605722267,0.26384047,3,1
1584104726262,NaN,2.2591236,0.088134766,-0.90722656,0.390625,1584104724765,2073605722267,0.26384047,3,1
1584104726265,NaN,2.3221614,0.08227539,-0.90893555,0.38085938,1584104724845,2073605722267,0.26384047,3,1
1584104726268,NaN,2.220668,0.080078125,-0.91137695,0.38208008,1584104724925,2073605722267,0.26384047,3,1
1584104726271,NaN,2.0759275,0.06591797,-0.9135742,0.38842773,1584104725005,2073605722267,0.26384047,3,1
1584104726274,NaN,1.9018259,0.07104492,-0.9172363,0.38183594,1584104725085,2073605722267,0.26384047,3,1
1584104726279,NaN,1.7431535,0.04663086,-0.9128418,0.39916992,1584104725165,2073605722267,0.26384047,3,1
1584104726281,NaN,1.4631656,0.05883789,-0.92211914,0.3947754,1584104725245,2073605722267,0.1435416,3,1
1584104726285,NaN,1.2030716,0.052001953,-0.91064453,0.39990234,1584104725325,2073605722267,0.1435416,3,1
1584104726288,NaN,0.9287195,0.057861328,-0.8964844,0.41674805,1584104725405,2073605722267,0.1435416,3,1
1584104726292,NaN,0.60273355,0.025146484,-0.8996582,0.40600586,1584104725485,2073605722267,0.1435416,3,1
1584104726295,NaN,0.32282478,0.042236328,-0.8967285,0.4230957,1584104725565,2073605722267,0.1435416,3,1
1584104726300,NaN,0.015427396,0.048828125,-0.8942871,0.4350586,1584104725645,2073605722267,0.1435416,3,1
1584104726303,NaN,-0.2231463,0.05810547,-0.8901367,0.42089844,1584104725725,2073605722267,0.1435416,3,1
1584104726306,NaN,-0.4033791,0.053710938,-0.8876953,0.44311523,1584104725805,2073605722267,0.1435416,3,1
1584104726309,NaN,-0.46535575,0.04296875,-0.90649414,0.43286133,1584104725885,2073605722267,0.1435416,3,1
1584104726312,NaN,-0.520823,0.052490234,-0.8798828,0.43408203,1584104725965,2073605722267,0.1435416,3,1
1584104726315,NaN,-0.5820021,0.03930664,-0.87939453,0.4399414,1584104726045,2073605722267,0.1435416,3,1
1584104728767,NaN,-0.6128383,0.041503906,-0.8857422,0.43432617,1584104726125,-4123065890017,0.1435416,3,1
1584104728772,NaN,-0.61031604,0.041992188,-0.87353516,0.43676758,1584104726205,-4123065890017,0.1435416,3,1
1584104728776,NaN,-0.60972893,0.036376953,-0.88793945,0.44604492,1584104726285,-4123065890017,0.09996836,3,1
1584104728782,NaN,-0.56293696,0.032226562,-0.89868164,0.4362793,1584104726365,-4123065890017,0.09996836,3,1
1584104728786,NaN,-0.51289093,0.029541016,-0.89038086,0.41870117,1584104726445,-4123065890017,0.09314885,3,1
1584104728789,NaN,-0.46164462,0.021728516,-0.9055176,0.41870117,1584104726525,-4123065890017,0.09314885,3,1
1584104728793,NaN,-0.39744046,0.041015625,-0.8947754,0.44628906,1584104726605,-4123065890017,0.09314885,3,1
1584104728797,NaN,-0.38513753,0.013916016,-0.8779297,0.43481445,1584104726685,-4123065890017,0.09314885,3,1
1584104728800,NaN,-0.3256407,0.048095703,-0.89160156,0.4399414,1584104726765,-4123065890017,0.09314885,3,1
1584104728804,NaN,-0.2955357,0.033935547,-0.88305664,0.43701172,1584104726845,-4123065890017,0.04384347,3,1
1584104728806,NaN,-0.25104234,0.03491211,-0.8881836,0.43969727,1584104726925,-4123065890017,0.04384347,3,1
1584104728810,NaN,-0.1958185,0.030761719,-0.87890625,0.4440918,1584104727005,-4123065890017,0.04384347,3,1
1584104728812,NaN,-0.16311714,0.010009766,-0.89038086,0.4387207,1584104727085,-4123065890017,0.04384347,3,1
1584104728816,NaN,-0.106042616,0.03466797,-0.8935547,0.43652344,1584104727165,-4123065890017,0.040848892,3,1
1584104728818,NaN,-0.034078848,0.036865234,-0.9301758,0.42919922,1584104727245,-4123065890017,0.040848892,3,1
1584104728822,NaN,0.021322297,0.056396484,-0.9538574,0.41186523,1584104727325,-4123065890017,0.037410915,3,1
1584104728826,NaN,0.06346085,0.088134766,-0.99487305,0.43408203,1584104727405,-4123065890017,0.05641973,3,1
1584104728829,NaN,0.0671118,0.072753906,-0.9538574,0.43481445,1584104727485,-4123065890017,0.05641973,3,1
1584104728832,NaN,0.1284808,0.0871582,-0.8967285,0.38085938,1584104727565,-4123065890017,0.07988959,3,1
1584104728835,NaN,0.18286365,0.053222656,-0.8623047,0.38305664,1584104727645,-4123065890017,0.07988959,3,1
1584104728839,NaN,0.19948079,0.03100586,-0.857666,0.39575195,1584104727725,-4123065890017,0.07988959,3,1
1584104728842,NaN,0.2448876,0.038330078,-0.888916,0.3959961,1584104727805,-4123065890017,0.07988959,3,1
1584104728845,NaN,0.27957472,0.02758789,-0.8911133,0.39746094,1584104727885,-4123065890017,0.07988959,3,1
1584104728848,NaN,0.3130692,0.038085938,-0.8918457,0.41137695,1584104727965,-4123065890017,0.07988959,3,1
