local_ts,breathing_rate,breathing_signal,accel_x,accel_y,accel_z,bs_timestamp,rs_ts,activity_level,current_exercise,pred_exercise
1584207836466,32.608696,-0.18681566,0.17089844,-0.951416,0.26220703,1584207833730,4064766308883,0.045782715,0,1
1584207836468,NaN,-0.3099884,0.20141602,-0.9519043,0.2368164,1584207833810,4064766308883,0.045782715,0,1
1584207836480,NaN,-0.44138333,0.18457031,-0.96240234,0.23071289,1584207833890,4064766308883,0.045782715,0,1
1584207836482,NaN,-0.55205554,0.19995117,-0.9453125,0.20776367,1584207833970,4064766308883,0.045782715,0,1
1584207836507,NaN,-0.62939346,0.1940918,-0.95532227,0.21142578,1584207834050,4064766308883,0.045782715,0,1
1584207836511,NaN,-0.6566379,0.19580078,-0.9555664,0.22265625,1584207834130,4064766308883,0.045782715,0,1
1584207836512,NaN,-0.60236543,0.1887207,-0.95751953,0.21826172,1584207834210,4064766308883,0.045782715,0,1
1584207836514,NaN,-0.4807115,0.20385742,-0.9453125,0.22167969,1584207834290,4064766308883,0.045782715,0,1
1584207836515,NaN,-0.2917596,0.21166992,-0.951416,0.19995117,1584207834370,4064766308883,0.045782715,0,1
1584207836536,NaN,-0.092505515,0.2084961,-0.95581055,0.20483398,1584207834450,4064766308883,0.045782715,0,1
1584207836537,NaN,0.12666063,0.19824219,-0.95751953,0.19995117,1584207834530,4064766308883,0.045782715,0,1
1584207836538,NaN,0.3065318,0.20141602,-0.9526367,0.20214844,1584207834610,4064766308883,0.045782715,0,1
1584207836540,NaN,0.4294732,0.20214844,-0.9572754,0.20117188,1584207834690,4064766308883,0.045782715,0,1
1584207836541,NaN,0.4989678,0.2043457,-0.95996094,0.20166016,1584207834770,4064766308883,0.045782715,0,1
1584207836544,NaN,0.56777006,0.19873047,-0.9536133,0.19262695,1584207834850,4064766308883,0.045782715,0,1
1584207836545,NaN,0.61128145,0.21118164,-0.9577637,0.18432617,1584207834930,4064766308883,0.045782715,0,1
1584207836546,NaN,0.62880534,0.19189453,-0.95751953,0.20239258,1584207835010,4064766308883,0.045782715,0,1
1584207836548,NaN,0.6266511,0.1965332,-0.9609375,0.22875977,1584207835090,4064766308883,0.045782715,0,1
1584207836552,NaN,0.5774654,0.20019531,-0.94189453,0.24243164,1584207835170,4064766308883,0.045782715,0,1
1584207836554,NaN,0.47448155,0.17919922,-0.94189453,0.26708984,1584207835250,4064766308883,0.045782715,0,1
1584207836556,NaN,0.30271265,0.1694336,-0.94799805,0.28125,1584207835330,4064766308883,0.045782715,0,1
1584207836560,NaN,0.123183765,0.1586914,-0.9309082,0.28393555,1584207835410,4064766308883,0.045782715,0,1
1584207836564,NaN,-0.058999058,0.16552734,-0.93188477,0.28295898,1584207835490,4064766308883,0.045782715,0,1
1584207836567,32.608696,-0.21493925,0.18066406,-0.9291992,0.27954102,1584207835570,4064766308883,0.045782715,0,1
1584207836570,NaN,-0.33006632,0.17407227,-0.95214844,0.2668457,1584207835650,4064766308883,0.045782715,0,1
