local_ts,breathing_rate,breathing_signal,accel_x,accel_y,accel_z,bs_timestamp,rs_ts,activity_level,current_exercise,pred_exercise
1585745151473,NaN,-0.18086791,0.5102539,-0.8515625,-0.1796875,1585745149063,892609360771,0.016683934,0,1
1585745151474,NaN,-0.16861157,0.5078125,-0.8491211,-0.19506836,1585745149143,892609360771,0.016683934,0,1
1585745151476,NaN,-0.16415788,0.5097656,-0.8544922,-0.18676758,1585745149223,892609360771,0.016683934,0,1
1585745151488,NaN,-0.15682308,0.50219727,-0.8540039,-0.1940918,1585745149303,892609360771,0.016683934,0,1
1585745151489,NaN,-0.13964665,0.51464844,-0.8457031,-0.18823242,1585745149383,892609360771,0.016683934,0,1
1585745151519,NaN,-0.09659779,0.5083008,-0.85253906,-0.19433594,1585745149463,892609360771,0.016683934,0,1
1585745151520,NaN,-0.051339522,0.5102539,-0.84643555,-0.19555664,1585745149543,892609360771,0.016683934,0,1
1585745151521,NaN,0.006981293,0.50927734,-0.85009766,-0.19604492,1585745149623,892609360771,0.016683934,0,1
1585745151522,32.608696,0.04139265,0.5083008,-0.8461914,-0.19604492,1585745149703,892609360771,0.016683934,0,1
1585745151524,NaN,0.060258444,0.5151367,-0.8474121,-0.18408203,1585745149783,892609360771,0.016683934,0,1
1585745151525,NaN,0.07300192,0.50805664,-0.8508301,-0.17944336,1585745149863,892609360771,0.016683934,0,1
1585745151526,NaN,0.06604845,0.5144043,-0.85546875,-0.16601562,1585745149943,892609360771,0.016683934,0,1
1585745151528,NaN,0.07516744,0.50805664,-0.8540039,-0.1730957,1585745150023,892609360771,0.016683934,0,1
1585745151529,NaN,0.037070464,0.5083008,-0.859375,-0.15820312,1585745150103,892609360771,0.016683934,0,1
1585745151544,NaN,0.020453678,0.5126953,-0.8557129,-0.1652832,1585745150183,892609360771,0.016683934,0,1
1585745151545,NaN,-0.0098421825,0.5109863,-0.85131836,-0.16064453,1585745150263,892609360771,0.016683934,0,1
1585745151547,NaN,-0.023515932,0.50756836,-0.85668945,-0.1796875,1585745150343,892609360771,0.020078989,0,1
1585745151549,NaN,-0.060772914,0.51049805,-0.8598633,-0.17578125,1585745150423,892609360771,0.020078989,0,1
1585745151550,NaN,-0.095829986,0.5058594,-0.85546875,-0.17993164,1585745150503,892609360771,0.020078989,0,1
1585745151551,NaN,-0.12742886,0.5107422,-0.8532715,-0.18920898,1585745150583,892609360771,0.020078989,0,1
1585745151556,NaN,-0.15829717,0.5119629,-0.85253906,-0.18115234,1585745150663,892609360771,0.020078989,0,1
1585745151562,NaN,-0.15598351,0.5090332,-0.85424805,-0.18969727,1585745150743,892609360771,0.020078989,0,1
1585745151567,NaN,-0.15107764,0.49951172,-0.8498535,-0.18139648,1585745150823,892609360771,0.020078989,0,1
1585745151570,NaN,-0.11202141,0.5048828,-0.84814453,-0.18945312,1585745150903,892609360771,0.020078989,0,1
1585745151573,NaN,-0.08984896,0.5090332,-0.8503418,-0.19311523,1585745150983,892609360771,0.020078989,0,1
1585745151581,NaN,-0.015590861,0.49536133,-0.8496094,-0.2084961,1585745151063,892609360771,0.020591926,0,1
1585745151582,41.666668,0.034557436,0.5070801,-0.86206055,-0.20581055,1585745151143,892609360771,0.020591926,0,1
1585745151583,NaN,0.089657634,0.49658203,-0.8532715,-0.1940918,1585745151223,892609360771,0.020591926,0,1
1585745151587,NaN,0.11670085,0.5019531,-0.8520508,-0.2019043,1585745151303,892609360771,0.020591926,0,1
1585745151589,NaN,0.14111322,0.5126953,-0.8552246,-0.18530273,1585745151383,892609360771,0.020591926,0,1
1585745151592,NaN,0.15748338,0.50756836,-0.83984375,-0.18066406,1585745151463,892609360771,0.020591926,0,1
1585745151595,NaN,0.16023082,0.5083008,-0.8540039,-0.1850586,1585745151543,892609360771,0.020591926,0,1
1585745153845,NaN,0.16806795,0.5095215,-0.8547363,-0.17480469,1585745151623,-5304062251513,0.020591926,0,1
1585745153852,NaN,0.14836632,0.5107422,-0.85717773,-0.17114258,1585745151703,-5304062251513,0.020591926,0,1
