"# PR data"
"# Start time: 20191112T203755"
"# Subject: Adela"
"# Activity type: Sit to stand"
"# Correctness: Correct"
"# Notes: "
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1573591075549","0","-0.2607422","-0.9560547","-0.25","32.625","-35.53125","8.6875"
"1573591075550","1","-0.30078125","-0.97265625","-0.21289062","35.1875","-25.21875","-2.96875"
"1573591075550","2","-0.19824219","-0.99902344","-0.18261719","-9.0625","4.125","-13.21875"
"1573591075550","3","-0.09472656","-1.0097656","-0.18945312","-8.59375","5.71875","-9.25"
"1573591075551","4","-0.09765625","-1.046875","-0.25","0.5625","-13.875","2.90625"
"1573591075551","5","-0.18261719","-1.0136719","-0.22753906","-0.03125","-10.3125","15.09375"
"1573591075551","6","-0.22460938","-0.9140625","-0.17871094","2.53125","-6.0625","12.71875"
"1573591075551","7","-0.25390625","-0.89941406","-0.18066406","4.53125","-4.96875","8.375"
"1573591075552","8","-0.2548828","-0.97265625","-0.1953125","-3.46875","-1.40625","2.40625"
"1573591075552","9","-0.25","-1.0136719","-0.17871094","-8.34375","7.5625","-3.15625"
"1573591075948","10","-0.24414062","-1.0107422","-0.20703125","-0.53125","3.53125","-2.59375"
"1573591075949","11","-0.20703125","-0.98339844","-0.22167969","3.96875","-3.4375","-0.21875"
"1573591075949","12","-0.17578125","-0.97558594","-0.20898438","7.9375","-3.625","1.71875"
"1573591075950","13","-0.18164062","-0.96777344","-0.22070312","-2.1875","0.40625","2.90625"
"1573591075950","14","-0.18066406","-0.9785156","-0.22851562","-6.875","-1.34375","0.6875"
"1573591075950","15","-0.21289062","-0.9707031","-0.22265625","-4.25","-2.15625","-0.9375"
"1573591075950","16","-0.22949219","-0.9746094","-0.2265625","-5.40625","0.0","0.21875"
"1573591075951","17","-0.2109375","-0.9658203","-0.22167969","-0.96875","-0.5","0.5"
"1573591075951","18","-0.21289062","-0.9814453","-0.21972656","5.03125","-2.8125","2.59375"
"1573591075951","19","-0.20898438","-0.96484375","-0.22753906","1.84375","-0.9375","2.78125"
"1573591076346","20","-0.21582031","-0.9707031","-0.22167969","-6.21875","2.96875","-0.09375"
"1573591076346","21","-0.20507812","-0.96875","-0.24902344","-0.03125","2.0","1.5"
"1573591076347","22","-0.21191406","-0.99316406","-0.24121094","0.875","-1.59375","3.375"
"1573591076347","23","-0.18652344","-0.98828125","-0.2705078","19.5625","-12.40625","-0.9375"
"1573591076347","24","-0.20703125","-0.8857422","-0.27246094","26.8125","-17.28125","8.375"
"1573591076348","25","-0.24316406","-1.0048828","-0.17675781","25.28125","14.8125","8.5"
"1573591076349","26","-0.25585938","-1.0292969","-0.12988281","3.0","7.0625","-12.0625"
"1573591076349","27","-0.20898438","-0.91796875","-0.15234375","-33.4375","0.65625","-1.1875"
"1573591076349","28","-0.15917969","-0.9199219","-0.23144531","3.5","-8.25","1.71875"
"1573591076350","29","-0.21777344","-1.0322266","-0.2421875","-13.96875","-7.625","1.0625"
"1573591076941","30","-0.23925781","-0.9033203","-0.14746094","9.1875","-0.375","13.34375"
"1573591076942","31","-0.2548828","-1.0263672","-0.20703125","49.03125","-15.6875","12.34375"
"1573591076942","32","-0.22949219","-0.9980469","-0.22949219","18.4375","-16.0625","3.375"
"1573591076942","33","-0.20214844","-0.9638672","-0.20800781","18.875","-9.53125","2.15625"
"1573591076943","34","-0.21972656","-0.97558594","-0.15136719","13.75","-6.46875","0.21875"
"1573591076943","35","-0.21679688","-0.99121094","-0.15625","17.96875","-11.59375","0.75"
"1573591076943","36","-0.23144531","-0.96875","-0.13574219","18.4375","-12.46875","4.34375"
"1573591076945","37","-0.2763672","-0.98046875","-0.109375","23.8125","-2.5625","9.5"
"1573591076945","38","-0.25097656","-0.9638672","-0.111328125","14.65625","0.46875","14.25"
"1573591076945","39","-0.22070312","-0.9345703","-0.0859375","25.96875","2.0625","19.4375"
"1573591077140","40","-0.20800781","-0.9433594","-0.1171875","36.03125","-7.9375","22.78125"
"1573591077141","41","-0.21484375","-1.0048828","-0.111328125","50.84375","-16.78125","32.8125"
"1573591077141","42","-0.29589844","-1.0058594","-0.049804688","46.65625","-12.40625","25.65625"
"1573591077141","43","-0.29785156","-0.9482422","-0.021484375","35.1875","-14.34375","29.375"
"1573591077141","44","-0.24902344","-0.8857422","-0.020507812","34.0625","-6.59375","47.75"
"1573591077142","45","-0.2578125","-0.9345703","-0.029296875","62.5625","-10.9375","46.03125"
"1573591077142","46","-0.41503906","-0.9404297","0.053710938","62.15625","-14.46875","49.28125"
"1573591077142","47","-0.46191406","-0.91308594","0.11230469","60.0625","-13.625","51.53125"
"1573591077142","48","-0.35253906","-0.8769531","0.13183594","65.75","-26.9375","52.40625"
"1573591077143","49","-0.453125","-0.8984375","0.17773438","58.65625","-31.9375","63.8125"
"1573591077735","50","-0.60058594","-0.8359375","0.27246094","55.875","-4.96875","62.40625"
"1573591077735","51","-0.73828125","-0.9091797","0.41601562","74.96875","-26.5","56.53125"
"1573591077736","52","-0.7294922","-0.8105469","0.45703125","67.46875","-20.59375","57.8125"
"1573591077736","53","-0.7832031","-0.8125","0.59765625","58.3125","-3.90625","64.71875"
"1573591077736","54","-0.83984375","-0.7558594","0.62109375","43.96875","-5.0","50.3125"
"1573591077736","55","-0.73828125","-0.70214844","0.5498047","31.875","-12.9375","37.9375"
"1573591077737","56","-0.8652344","-0.7207031","0.6767578","14.71875","9.21875","30.59375"
"1573591077737","57","-0.8798828","-0.6982422","0.6113281","-2.53125","-2.9375","6.25"
"1573591077738","58","-0.828125","-0.7548828","0.57714844","-34.15625","5.90625","6.875"
"1573591077738","59","-0.8876953","-0.7753906","0.5839844","-45.21875","4.03125","-10.03125"
"1573591077935","60","-0.8964844","-0.7988281","0.48339844","-32.21875","-13.8125","-17.6875"
"1573591077937","61","-0.8251953","-0.7763672","0.39648438","-34.21875","-9.84375","-28.78125"
"1573591077938","62","-0.7089844","-0.75","0.32421875","-42.34375","1.5625","-42.625"
"1573591077938","63","-0.5644531","-0.71191406","0.3017578","-51.625","8.90625","-48.1875"
"1573591077938","64","-0.5341797","-0.6386719","0.18847656","-49.65625","4.3125","-46.46875"
"1573591077939","65","-0.52441406","-0.6923828","0.19921875","-48.5","16.03125","-44.46875"
"1573591077939","66","-0.44140625","-0.5966797","0.12988281","-48.375","9.03125","-59.1875"
"1573591077939","67","-0.3984375","-0.6904297","0.18457031","-72.625","19.9375","-62.34375"
"1573591077939","68","-0.39160156","-0.60839844","0.091796875","-70.125","8.96875","-72.59375"
"1573591077940","69","-0.29296875","-0.6376953","0.10253906","-57.0","4.3125","-68.46875"
"1573591078530","70","-0.28808594","-0.64160156","0.107421875","-66.875","3.71875","-71.375"
"1573591078531","71","-0.32226562","-0.61816406","0.10253906","-61.03125","4.5","-64.0"
"1573591078531","72","-0.24902344","-0.6972656","0.060546875","-46.1875","-5.4375","-59.1875"
"1573591078532","73","-0.33007812","-0.8457031","0.09863281","-42.09375","-5.3125","-48.875"
"1573591078532","74","-0.2890625","-0.8769531","0.052734375","-48.4375","-6.53125","-44.46875"
"1573591078533","75","-0.203125","-0.83984375","0.0234375","-43.4375","-20.625","-35.9375"
"1573591078533","76","-0.19628906","-0.87109375","-0.07519531","-34.09375","-0.5625","-44.59375"
"1573591078533","77","-0.18554688","-0.8769531","-0.18847656","-48.75","-17.28125","-32.15625"
"1573591078533","78","-0.26660156","-0.984375","-0.13476562","-28.96875","-29.84375","-7.53125"
"1573591078534","79","-0.30273438","-1.1015625","-0.09765625","-12.6875","1.6875","-17.90625"
"1573591078730","80","-0.32714844","-1.1044922","-0.15332031","-0.53125","15.3125","-6.03125"
"1573591078730","81","0.018554688","-0.9824219","-0.22265625","3.75","-1.0625","-15.0625"
"1573591078730","82","-0.09863281","-0.9814453","-0.16015625","6.84375","-15.21875","-7.65625"
"1573591078731","83","-0.13476562","-0.90527344","-0.16113281","5.28125","-7.09375","1.4375"
"1573591078731","84","-0.16992188","-0.9628906","-0.15039062","-4.375","0.96875","5.03125"
"1573591078733","85","-0.13085938","-1.0615234","-0.16699219","5.375","-3.125","10.9375"
"1573591078733","86","-0.16503906","-1.0146484","-0.19140625","10.03125","-13.625","8.75"
"1573591078734","87","-0.18261719","-0.96191406","-0.16015625","20.03125","-14.59375","11.125"
"1573591078734","88","-0.1484375","-0.91796875","-0.16113281","28.53125","-14.78125","13.875"
"1573591078734","89","-0.14257812","-0.9638672","-0.15039062","25.03125","-4.09375","18.15625"
"1573591079324","90","-0.16601562","-1.0478516","-0.10546875","21.75","-5.75","15.34375"
"1573591079325","91","-0.16992188","-0.9951172","-0.12890625","19.59375","-18.625","17.46875"
"1573591079325","92","-0.17773438","-0.96777344","-0.09277344","27.84375","-21.6875","19.875"
"1573591079326","93","-0.20703125","-0.9453125","-0.09375","25.78125","-27.40625","21.5"
"1573591079326","94","-0.18457031","-0.9628906","-0.076171875","27.375","-26.1875","22.96875"
"1573591079326","95","-0.21289062","-0.9824219","-0.06542969","30.15625","-28.5","24.6875"
"1573591079326","96","-0.26757812","-0.96875","0.043945312","26.875","-8.4375","30.34375"
"1573591079328","97","-0.24609375","-1.0517578","-0.08203125","17.09375","-22.28125","21.6875"
"1573591079328","98","-0.28515625","-1.1005859","-0.026367188","10.40625","-5.0625","17.0"
"1573591079329","99","-0.25","-0.9921875","0.016601562","6.71875","3.09375","8.21875"
"1573591079525","100","-0.28125","-0.8496094","-0.0078125","-4.5625","-2.875","13.8125"
"1573591079525","101","-0.3310547","-0.8955078","0.06542969","7.34375","25.0625","22.0625"
"1573591079525","102","-0.43066406","-0.7675781","0.14257812","17.65625","36.25","27.78125"
"1573591079526","103","-0.40820312","-0.6933594","0.09667969","45.96875","16.65625","49.46875"
"1573591079526","104","-0.29296875","-0.5859375","0.15234375","91.03125","1.09375","57.8125"
"1573591079526","105","-0.265625","-0.4248047","0.064453125","118.59375","-16.25","70.40625"
"1573591079526","106","-0.28125","-0.34179688","0.1171875","115.9375","-12.53125","78.21875"
"1573591079527","107","-0.2607422","-0.40820312","0.19628906","102.4375","-5.875","61.90625"
"1573591079527","108","-0.41503906","-0.55859375","0.22558594","82.15625","-22.53125","59.84375"
"1573591079528","109","-0.6542969","-0.4892578","0.32226562","41.8125","-4.21875","59.96875"
"1573591080318","110","-0.5488281","-0.5390625","0.28320312","44.75","-14.53125","52.34375"
"1573591080318","111","-0.5546875","-0.65527344","0.35253906","30.90625","-20.28125","33.34375"
"1573591080319","112","-0.63964844","-0.42871094","0.45410156","41.34375","-13.375","32.6875"
"1573591080320","113","-0.8798828","-0.77734375","0.49609375","7.21875","-4.40625","18.21875"
"1573591080320","114","-1.0761719","-0.66308594","0.54785156","28.75","-6.84375","-8.8125"
"1573591080320","115","-0.6201172","-0.6845703","0.7421875","-21.90625","7.625","-7.1875"
"1573591080320","116","-0.85839844","-0.8955078","0.6503906","-7.25","-1.46875","-43.875"
"1573591080321","117","-1.0634766","-0.875","0.57714844","-30.5625","15.75","-43.625"
"1573591080321","118","-0.6826172","-1.0546875","0.4716797","-12.1875","3.28125","-59.125"
"1573591080321","119","-0.7685547","-1.0205078","0.5214844","-35.75","46.875","-64.125"
"1573591080516","120","-0.8876953","-1.3300781","0.4736328","-55.53125","54.0625","-82.625"
"1573591080517","121","-0.6376953","-1.3691406","0.27734375","-33.3125","17.4375","-67.46875"
"1573591080517","122","-0.36328125","-1.1074219","0.10058594","-21.96875","2.4375","-46.125"
"1573591080517","123","-0.16796875","-0.94140625","-0.020507812","-24.28125","5.125","-28.78125"
"1573591080518","124","-0.26757812","-0.89746094","0.07910156","-31.78125","16.53125","-29.75"
"1573591080518","125","-0.30566406","-0.78125","0.23144531","-69.75","22.21875","-48.4375"
"1573591080518","126","-0.3623047","-0.7519531","0.0126953125","-42.21875","1.5625","-58.6875"
"1573591080518","127","-0.23242188","-0.7421875","0.06933594","-41.96875","-3.0","-29.875"
"1573591080519","128","-0.3388672","-0.9921875","0.025390625","-5.40625","-0.3125","-6.4375"
"1573591080519","129","-0.4189453","-1.0234375","0.14160156","11.0625","-3.6875","13.625"
"1573591080718","130","-0.39257812","-1.0185547","0.032226562","16.5625","-7.46875","25.125"
"1573591080718","131","-0.2939453","-1.0429688","0.0068359375","30.65625","-13.5625","28.09375"
"1573591080718","132","-0.24902344","-0.9472656","0.048828125","19.5","-6.0","19.125"
"1573591080720","133","-0.31152344","-0.85253906","0.047851562","24.90625","-1.28125","21.25"
"1573591080721","134","-0.31835938","-0.9003906","0.057617188","31.5","2.25","27.75"
"1573591080721","135","-0.32421875","-0.84277344","0.09765625","37.125","-12.53125","47.09375"
"1573591080721","136","-0.46875","-0.8154297","0.23144531","65.625","-14.59375","64.1875"
"1573591080721","137","-0.4560547","-0.8574219","0.20117188","67.09375","-39.5625","68.25"
"1573591080722","138","-0.5234375","-0.83984375","0.2578125","88.28125","-30.03125","74.5"
"1573591080722","139","-0.6279297","-0.8847656","0.28125","79.71875","-18.1875","53.4375"
"1573591081115","140","-0.60253906","-0.7402344","0.4140625","56.78125","-7.28125","39.34375"
"1573591081116","141","-0.6748047","-0.6191406","0.56347656","48.0625","-10.1875","47.8125"
"1573591081116","142","-0.82910156","-0.6298828","0.578125","51.53125","-4.65625","59.40625"
